name,link,price,image,year
Aspect Air 29 (2024),https://www.velostrana.ru/aspect/air-29/,66990.00,https://cdn.velostrana.ru/upload/models/velo/62328/medium.jpg,2024
Silverback Synergy Fat Se (2019),https://www.velostrana.ru/silverback/synergy-fat-se/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/42264/medium.jpg,2019
Stels Navigator 750 MD V010 (2023),https://www.velostrana.ru/stels/navigator-750-md-v010/2023/,43280.00,https://cdn.velostrana.ru/upload/models/velo/60486/medium.jpg,2023
Aspect Air Pro 29 (2024),https://www.velostrana.ru/aspect/air-pro-29/,74990.00,https://cdn.velostrana.ru/upload/models/velo/62329/medium.jpg,2024
Cube Nutrail (2019),https://www.velostrana.ru/cube/nutrail/2019/,144400.00,https://cdn.velostrana.ru/upload/models/velo/40917/medium.jpg,2019
Silverback Stride 29 Elite (2019),https://www.velostrana.ru/silverback/stride-29-elite/,37350.00,https://cdn.velostrana.ru/upload/models/velo/42227/medium.jpg,2019
"Stinger Element Pro 26"" (2023)",https://www.velostrana.ru/stinger/element-pro-26/,37100.00,https://cdn.velostrana.ru/upload/models/velo/60772/medium.jpg,2023
Trek Marlin 4 (2022),https://www.velostrana.ru/trek/marlin-4-29/,53499.00,https://cdn.velostrana.ru/upload/models/velo/53354/medium.jpg,2022
Stels Navigator 700 D F010 (2023),https://www.velostrana.ru/stels/navigator-700-d-f010/,16450.00,https://cdn.velostrana.ru/upload/models/velo/48356/medium.jpg,2023
Merida Big.Nine LTD (2023),https://www.velostrana.ru/merida/bignine-ltd/,64740.00,https://cdn.velostrana.ru/upload/models/velo/60148/medium.jpg,2023
Merida Big.Nine 600 (2022),https://www.velostrana.ru/merida/bignine-600/,138320.00,https://cdn.velostrana.ru/upload/models/velo/55549/medium.jpg,2022
Haro Double Peak 29 Comp (2021),https://www.velostrana.ru/haro/double-peak-29-comp/,105400.00,https://cdn.velostrana.ru/upload/models/velo/51482/medium.jpg,2021
Stark Indy 26.1 D Microshift (2022),https://www.velostrana.ru/stark/indy-261-d-microshift/,19990.00,https://cdn.velostrana.ru/upload/models/velo/54150/medium.jpg,2022
Merida Big.Nine 400 (2022),https://www.velostrana.ru/merida/bignine-400/,98800.00,https://cdn.velostrana.ru/upload/models/velo/55555/medium.jpg,2022
Cube Nutrail Race (2018),https://www.velostrana.ru/cube/nutrail-race/,171900.00,https://cdn.velostrana.ru/upload/models/velo/36522/medium.jpg,2018
Cube Acid 29 (2023),https://www.velostrana.ru/cube/acid-29/2023/,155520.00,https://cdn.velostrana.ru/upload/models/velo/59252/medium.jpg,2023
Merida Big.Trail 600 (2022),https://www.velostrana.ru/merida/bigtrail-600/,153140.00,https://cdn.velostrana.ru/upload/models/velo/55573/medium.jpg,2022
Stels Navigator 650 D V010 (2018),https://www.velostrana.ru/stels/navigator-650-d-v010/,29220.00,https://cdn.velostrana.ru/upload/models/velo/39272/medium.jpg,2018
"Trek Marlin 6 29"" (2022)",https://www.velostrana.ru/trek/marlin-6-29/,69999.00,https://cdn.velostrana.ru/upload/models/velo/53368/medium.jpg,2022
Stels Navigator 900 MD F020 (2023),https://www.velostrana.ru/stels/navigator-900-md-f020/,18030.00,https://cdn.velostrana.ru/upload/models/velo/51839/medium.jpg,2023
Merida Big.Trail 500 (2022),https://www.velostrana.ru/merida/bigtrail-500/,123500.00,https://cdn.velostrana.ru/upload/models/velo/55574/medium.jpg,2022
Merida Big.Nine 100-3x (2021),https://www.velostrana.ru/merida/bignine-100-3x/2021/,80360.00,https://cdn.velostrana.ru/upload/models/velo/49909/medium.jpg,2021
Scott Scale 965 (2024),https://www.velostrana.ru/scott/scale-965/,214490.00,https://cdn.velostrana.ru/upload/models/velo/63291/medium.jpg,2024
Merida Big.Nine 300 (2022),https://www.velostrana.ru/merida/bignine-300/,83980.00,https://cdn.velostrana.ru/upload/models/velo/55556/medium.jpg,2022
Stels Navigator 970 D V010 (2025),https://www.velostrana.ru/stels/navigator-970-d-v010/,57600.00,https://cdn.velostrana.ru/upload/models/velo/65794/medium.jpg,2025
Specialized Epic Hardtail Expert (2024),https://www.velostrana.ru/specialized/epic-hardtail-expert/,715000.00,https://cdn.velostrana.ru/upload/models/velo/62399/medium.jpg,2024
Giant Revel 2 (2018),https://www.velostrana.ru/giant/revel-2/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/37847/medium.jpg,2018
Stark Router 27.4 HD (2025),https://www.velostrana.ru/stark/router-274-hd/,70160.00,https://cdn.velostrana.ru/upload/models/velo/65668/medium.jpg,2025
"Stels Navigator 770 D 27.5"" V010 (2023)",https://www.velostrana.ru/stels/navigator-770-d-v010/,61260.00,https://cdn.velostrana.ru/upload/models/velo/45473/medium.jpg,2023
Stels Navigator 500 V F020 (2023),https://www.velostrana.ru/stels/navigator-500-v-f020/,15380.00,https://cdn.velostrana.ru/upload/models/velo/56131/medium.jpg,2023
"Forward Spike 27,5 D (2023)",https://www.velostrana.ru/forward/spike-275-d/,29060.00,https://cdn.velostrana.ru/upload/models/velo/60214/medium.jpg,2023
Stels Navigator 900 V F020 (2023),https://www.velostrana.ru/stels/navigator-900-v-f020/,17340.00,https://cdn.velostrana.ru/upload/models/velo/56136/medium.jpg,2023
"Stinger Element Pro 29"" (2023)",https://www.velostrana.ru/stinger/element-pro-29/,37100.00,https://cdn.velostrana.ru/upload/models/velo/60773/medium.jpg,2023
Format 1315 (2021),https://www.velostrana.ru/format/1315/2021/,41580.00,https://cdn.velostrana.ru/upload/models/velo/51223/medium.jpg,2021
Merida Big.Nine 40-D (2019),https://www.velostrana.ru/merida/bignine-40-d/,36075.00,https://cdn.velostrana.ru/upload/models/velo/40682/medium.jpg,2019
Specialized Chisel Comp (2024),https://www.velostrana.ru/specialized/chisel-comp/,299900.00,https://cdn.velostrana.ru/upload/models/velo/62385/medium.jpg,2024
"Welt Rockfall 4.0 27,5 (2021)",https://www.velostrana.ru/welt/rockfall-40-275/,56990.00,https://cdn.velostrana.ru/upload/models/velo/52111/medium.jpg,2021
"Stels Navigator 660 MD 27.5""+ V020 (2018)",https://www.velostrana.ru/stels/navigator-660-md-275-v020/,23440.00,https://cdn.velostrana.ru/upload/models/velo/39235/medium.jpg,2018
"Trek Marlin 7 29"" (2022)",https://www.velostrana.ru/trek/marlin-7-29/,94999.00,https://cdn.velostrana.ru/upload/models/velo/53356/medium.jpg,2022
"Trek Roscoe 6 27.5"" (2022)",https://www.velostrana.ru/trek/roscoe-6-275/,104999.00,https://cdn.velostrana.ru/upload/models/velo/53358/medium.jpg,2022
Format 1322 (2023),https://www.velostrana.ru/format/1322/,147080.00,https://cdn.velostrana.ru/upload/models/velo/60172/medium.jpg,2023
Cube Aim SL 29 (2022),https://www.velostrana.ru/cube/aim-sl-29/,68580.00,https://cdn.velostrana.ru/upload/models/velo/53666/medium.jpg,2022
"Hagen Three Eleven 27,5 (2024)",https://www.velostrana.ru/hagen/three-eleven-275/,71990.00,https://cdn.velostrana.ru/upload/models/velo/62629/medium.jpg,2024
Merida Big.Nine 150 (2023),https://www.velostrana.ru/merida/bignine-150/,75530.00,https://cdn.velostrana.ru/upload/models/velo/60147/medium.jpg,2023
Haro Flightline Two 29 (2021),https://www.velostrana.ru/haro/flightline-two-29/,39700.00,https://cdn.velostrana.ru/upload/models/velo/51478/medium.jpg,2021
"Stinger Reload Comp 29"" (2021)",https://www.velostrana.ru/stinger/reload-comp-29/,89500.00,https://cdn.velostrana.ru/upload/models/velo/56723/medium.jpg,2021
Giant Momentum iRide Rocker 1 (2018),https://www.velostrana.ru/giant/momentum-iride-rocker-1/,62800.00,https://cdn.velostrana.ru/upload/models/velo/40229/medium.jpg,2018
Aspect Ronin (2022),https://www.velostrana.ru/aspect/ronin/,85990.00,https://cdn.velostrana.ru/upload/models/velo/53289/medium.jpg,2022
Merida Big.Nine 500 (2022),https://www.velostrana.ru/merida/bignine-500/,108680.00,https://cdn.velostrana.ru/upload/models/velo/55554/medium.jpg,2022
Merida Big.Nine 200 (2022),https://www.velostrana.ru/merida/bignine-200/,83980.00,https://cdn.velostrana.ru/upload/models/velo/55557/medium.jpg,2022
Merida Big.Nine 40 (2020),https://www.velostrana.ru/merida/bignine-40/,43365.00,https://cdn.velostrana.ru/upload/models/velo/45024/medium.jpg,2020
"Forward Apache 27,5 2.0 Disc (2021)",https://www.velostrana.ru/forward/apache-275-20-disc/,28420.00,https://cdn.velostrana.ru/upload/models/velo/51280/medium.jpg,2021
Giant STP 26 (2022),https://www.velostrana.ru/giant/stp-26/,100990.00,https://cdn.velostrana.ru/upload/models/velo/56145/medium.jpg,2022
Hagen Three Ten 29 (2024),https://www.velostrana.ru/hagen/three-ten-29/2024/,61990.00,https://cdn.velostrana.ru/upload/models/velo/62634/medium.jpg,2024
Stels Navigator 710 MD V020 (2025),https://www.velostrana.ru/stels/navigator-710-md-v020/,22650.00,https://cdn.velostrana.ru/upload/models/velo/65805/medium.jpg,2025
Hagen Three Eleven 29 (2024),https://www.velostrana.ru/hagen/three-eleven-29/,71990.00,https://cdn.velostrana.ru/upload/models/velo/62630/medium.jpg,2024
"Stinger Zeta Pro 29"" (2020)",https://www.velostrana.ru/stinger/zeta-pro-29/,104200.00,https://cdn.velostrana.ru/upload/models/velo/46033/medium.jpg,2020
Format 1313 (2021),https://www.velostrana.ru/format/1313/2021/,62730.00,https://cdn.velostrana.ru/upload/models/velo/51227/medium.jpg,2021
Scott Scale 910 (2024),https://www.velostrana.ru/scott/scale-910/,585090.00,https://cdn.velostrana.ru/upload/models/velo/63285/medium.jpg,2024
"Trek Marlin 8 29"" (2022)",https://www.velostrana.ru/trek/marlin-8-29/,119499.00,https://cdn.velostrana.ru/upload/models/velo/53357/medium.jpg,2022
Hagen Three Twelve 29 (2024),https://www.velostrana.ru/hagen/three-twelve-29/,82990.00,https://cdn.velostrana.ru/upload/models/velo/62636/medium.jpg,2024
Hagen Five Eleven 29 (2024),https://www.velostrana.ru/hagen/five-eleven-29/,98990.00,https://cdn.velostrana.ru/upload/models/velo/62610/medium.jpg,2024
"Forward Apache 27,5 1.0 (2022)",https://www.velostrana.ru/forward/apache-275-10/,28500.00,https://cdn.velostrana.ru/upload/models/velo/55725/medium.jpg,2022
Merida Big.Nine 60-3x (2022),https://www.velostrana.ru/merida/bignine-60-3x/,72124.00,https://cdn.velostrana.ru/upload/models/velo/55561/medium.jpg,2022
Merida Big.Nine 10 (2023),https://www.velostrana.ru/merida/bignine-10/,49385.00,https://cdn.velostrana.ru/upload/models/velo/60149/medium.jpg,2023
Trek 1120 (2022),https://www.velostrana.ru/trek/1120/,274499.00,https://cdn.velostrana.ru/upload/models/velo/53641/medium.jpg,2022
Stels Navigator 600 MD V030 (2018),https://www.velostrana.ru/stels/navigator-600-md-v030/,15630.00,https://cdn.velostrana.ru/upload/models/velo/39182/medium.jpg,2018
Stels Navigator 730 MD V010 (2020),https://www.velostrana.ru/stels/navigator-730-md-v010/,20870.00,https://cdn.velostrana.ru/upload/models/velo/45478/medium.jpg,2020
Hagen Three Nine 29 (2024),https://www.velostrana.ru/hagen/three-nine-29/2024/,57990.00,https://cdn.velostrana.ru/upload/models/velo/62632/medium.jpg,2024
Stels Navigator 950 MD V010 (2023),https://www.velostrana.ru/stels/navigator-950-md-v010/2023/,39840.00,https://cdn.velostrana.ru/upload/models/velo/51725/medium.jpg,2023
Haro Flightline Two 29 DLX (2021),https://www.velostrana.ru/haro/flightline-two-29-dlx/,49700.00,https://cdn.velostrana.ru/upload/models/velo/57415/medium.jpg,2021
Welt Rockfall 1.0 29 (2024),https://www.velostrana.ru/welt/rockfall-10-29/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/62529/medium.jpg,2024
Giant Talon 3 27.5 (2022),https://www.velostrana.ru/giant/talon-275-3/,62990.00,https://cdn.velostrana.ru/upload/models/velo/55217/medium.jpg,2022
Scott Voltage JR 24 disc (2018),https://www.velostrana.ru/scott/voltage-jr-24-disc/,27900.00,https://cdn.velostrana.ru/upload/models/velo/38590/medium.jpg,2018
Merida Big.Nine XT (2022),https://www.velostrana.ru/merida/bignine-xt/,227240.00,https://cdn.velostrana.ru/upload/models/velo/55543/medium.jpg,2022
"Trek Marlin 6 27.5"" (2022)",https://www.velostrana.ru/trek/marlin-6-275/,69999.00,https://cdn.velostrana.ru/upload/models/velo/53369/medium.jpg,2022
Merida Big.Trail 200 (2022),https://www.velostrana.ru/merida/bigtrail-200/,88920.00,https://cdn.velostrana.ru/upload/models/velo/55576/medium.jpg,2022
"Trek X-Caliber 8 29"" (2022)",https://www.velostrana.ru/trek/x-caliber-8-29/,125999.00,https://cdn.velostrana.ru/upload/models/velo/53401/medium.jpg,2022
Format 1122 (2023),https://www.velostrana.ru/format/1122/,116300.00,https://cdn.velostrana.ru/upload/models/velo/60188/medium.jpg,2023
Haro Flightline One 26 (2021),https://www.velostrana.ru/haro/flightline-one-26/,27490.00,https://cdn.velostrana.ru/upload/models/velo/51512/medium.jpg,2021
"Stinger Graphite STD 29"" (2022)",https://www.velostrana.ru/stinger/graphite-std-29/,35600.00,https://cdn.velostrana.ru/upload/models/velo/57551/medium.jpg,2022
Scott Scale 960 (2024),https://www.velostrana.ru/scott/scale-960/,272990.00,https://cdn.velostrana.ru/upload/models/velo/63290/medium.jpg,2024
Trek Farley 7 (2022),https://www.velostrana.ru/trek/farley-7/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/53362/medium.jpg,2022
Cube Elite C:68X SLT (2024),https://www.velostrana.ru/cube/elite-c68x-slt/,793000.00,https://cdn.velostrana.ru/upload/models/velo/63032/medium.jpg,2024
Merida Big.Trail 400 (2022),https://www.velostrana.ru/merida/bigtrail-400/,109668.00,https://cdn.velostrana.ru/upload/models/velo/55575/medium.jpg,2022
Scott Scale 950 (2022),https://www.velostrana.ru/scott/scale-950/,252490.00,https://cdn.velostrana.ru/upload/models/velo/54290/medium.jpg,2022
Merida Big.Seven 40-D (2019),https://www.velostrana.ru/merida/bigseven-40-d/,36075.00,https://cdn.velostrana.ru/upload/models/velo/40692/medium.jpg,2019
Merida Big.Nine 100-3x (2022),https://www.velostrana.ru/merida/bignine-100-3x/,77064.00,https://cdn.velostrana.ru/upload/models/velo/55559/medium.jpg,2022
"Stels Navigator 500 V 29"" V020 (2018)",https://www.velostrana.ru/stels/navigator-500-v-29-v020/,11710.00,https://cdn.velostrana.ru/upload/models/velo/39233/medium.jpg,2018
"Stels Navigator 700 V 27.5"" F020 (2023)",https://www.velostrana.ru/stels/navigator-700-v-275-f020/,16640.00,https://cdn.velostrana.ru/upload/models/velo/55836/medium.jpg,2023
Stels Navigator 500 D F010 (2023),https://www.velostrana.ru/stels/navigator-500-d-f010/,15580.00,https://cdn.velostrana.ru/upload/models/velo/48355/medium.jpg,2023
Aspect Amp Elite 29 (2022),https://www.velostrana.ru/aspect/amp-elite-29/,132990.00,https://cdn.velostrana.ru/upload/models/velo/53287/medium.jpg,2022
Stels Navigator 630 V K010 (2019),https://www.velostrana.ru/stels/navigator-630-v-k010/,31200.00,https://cdn.velostrana.ru/upload/models/velo/44360/medium.jpg,2019
Stels Navigator 500 MD V040 (2019),https://www.velostrana.ru/stels/navigator-500-md-v040/,15350.00,https://cdn.velostrana.ru/upload/models/velo/44212/medium.jpg,2019
Giant Talon 1 29 (2022),https://www.velostrana.ru/giant/talon-29-1/,87990.00,https://cdn.velostrana.ru/upload/models/velo/55209/medium.jpg,2022
"Bergamont Revox 2 29"" (2022)",https://www.velostrana.ru/bergamont/revox-2-29/,42745.00,https://cdn.velostrana.ru/upload/models/velo/56209/medium.jpg,2022
Trek Procaliber 9.5 (2022),https://www.velostrana.ru/trek/procaliber-95/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/53422/medium.jpg,2022
Forward Flash 3.0 (2018),https://www.velostrana.ru/forward/flash-30/,11295.00,https://cdn.velostrana.ru/upload/models/velo/38632/medium.jpg,2018
Merida BIG.SEVEN 300 (2018),https://www.velostrana.ru/merida/bigseven-300/2018/,42775.00,https://cdn.velostrana.ru/upload/models/velo/37494/medium.jpg,2018
KTM Ultra Sport 29.30 (2019),https://www.velostrana.ru/ktm/ultra-sport-2930/,86850.00,https://cdn.velostrana.ru/upload/models/velo/46997/medium.jpg,2019
Cube Analog 29 (2023),https://www.velostrana.ru/cube/analog-29/2023/,115500.00,https://cdn.velostrana.ru/upload/models/velo/59261/medium.jpg,2023
"Forward Sporting 27,5 3.0 Disc (2021)",https://www.velostrana.ru/forward/sporting-275-30-disc/,19700.00,https://cdn.velostrana.ru/upload/models/velo/51368/medium.jpg,2021
Forward Apache 29 2.0 Disc (2021),https://www.velostrana.ru/forward/apache-29-20-disc/,25820.00,https://cdn.velostrana.ru/upload/models/velo/51286/medium.jpg,2021
"Stinger Reload Pro 29"" (2021)",https://www.velostrana.ru/stinger/reload-pro-29/2021/,64500.00,https://cdn.velostrana.ru/upload/models/velo/53315/medium.jpg,2021
Merida Big.Seven 200 (2022),https://www.velostrana.ru/merida/bigseven-200/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/55567/medium.jpg,2022
Merida BIG.NINE 9000 (2019),https://www.velostrana.ru/merida/bignine-9000/2019/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/41014/medium.jpg,2019
Kross Hexagon 2.0 26 (2018),https://www.velostrana.ru/kross/hexagon-20-26/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/36633/medium.jpg,2018
Forward Apache 29 3.0 Disc (2021),https://www.velostrana.ru/forward/apache-29-30-disc/,28160.00,https://cdn.velostrana.ru/upload/models/velo/51288/medium.jpg,2021
Welt Rockfall SE Plus 27 (2024),https://www.velostrana.ru/welt/rockfall-se-plus-27/,57590.00,https://cdn.velostrana.ru/upload/models/velo/62535/medium.jpg,2024
Welt Ridge 1.0 D 29 (2024),https://www.velostrana.ru/welt/ridge-10-d-29/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/62538/medium.jpg,2024
Trek Marlin 6 Women's 29 (2021),https://www.velostrana.ru/trek/marlin-6-womens-29/,72967.00,https://cdn.velostrana.ru/upload/models/velo/50432/medium.jpg,2021
Format 1214 27.5 (2021),https://www.velostrana.ru/format/1214-275/2021/,57780.00,https://cdn.velostrana.ru/upload/models/velo/51230/medium.jpg,2021
Welt Rockfall 2.0 27.5 (2021),https://www.velostrana.ru/welt/rockfall-20-275/,49990.00,https://cdn.velostrana.ru/upload/models/velo/52117/medium.jpg,2021
Cube Elite C:62 Pro (2024),https://www.velostrana.ru/cube/elite-c62-pro/,449000.00,https://cdn.velostrana.ru/upload/models/velo/63029/medium.jpg,2024
Cube Aim EX 29 (2023),https://www.velostrana.ru/cube/aim-ex-29/2023/,97280.00,https://cdn.velostrana.ru/upload/models/velo/59275/medium.jpg,2023
Scott Scale 980 (2023),https://www.velostrana.ru/scott/scale-980/,165190.00,https://cdn.velostrana.ru/upload/models/velo/62772/medium.jpg,2023
Stark Krafter Carbon 29.9 HD (2025),https://www.velostrana.ru/stark/krafter-carbon-299-hd/,274660.00,https://cdn.velostrana.ru/upload/models/velo/65671/medium.jpg,2025
Stark Shooter 2 (2020),https://www.velostrana.ru/stark/shooter-2/,51490.00,https://cdn.velostrana.ru/upload/models/velo/44443/medium.jpg,2020
Cube Phenix C:68X SLT (2025),https://www.velostrana.ru/cube/phenix-c68x-slt/,1188600.00,https://cdn.velostrana.ru/upload/models/velo/65287/medium.jpg,2025
Bergamont Revox 3 29 (2021),https://www.velostrana.ru/bergamont/revox-3-29/,57544.00,https://cdn.velostrana.ru/upload/models/velo/55104/medium.jpg,2021
Stels Navigator 510 D V010 (2023),https://www.velostrana.ru/stels/navigator-510-d-v010/,19850.00,https://cdn.velostrana.ru/upload/models/velo/45471/medium.jpg,2023
Cube Analog 27.5 (2024),https://www.velostrana.ru/cube/analog-275/,115500.00,https://cdn.velostrana.ru/upload/models/velo/63014/medium.jpg,2024
"Stinger Element STD 29"" (2022)",https://www.velostrana.ru/stinger/element-std-29/,21700.00,https://cdn.velostrana.ru/upload/models/velo/56677/medium.jpg,2022
"Stels Aggressor MD 26"" V010 (2019)",https://www.velostrana.ru/stels/aggressor-md-26-v010/,35530.00,https://cdn.velostrana.ru/upload/models/velo/43717/medium.jpg,2019
Giant ATX 27.5 (2022),https://www.velostrana.ru/giant/atx-275/,60490.00,https://cdn.velostrana.ru/upload/models/velo/55248/medium.jpg,2022
Stels Miss 6100 V 26 V010 (2018),https://www.velostrana.ru/stels/miss-6100-v-26-v010/,14690.00,https://cdn.velostrana.ru/upload/models/velo/40402/medium.jpg,2018
Cube Reaction Pro 29 (2024),https://www.velostrana.ru/cube/reaction-pro-29/2024/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/63024/medium.jpg,2024
Stels Navigator 930 MD V010 (2025),https://www.velostrana.ru/stels/navigator-930-md-v010/,34810.00,https://cdn.velostrana.ru/upload/models/velo/65796/medium.jpg,2025
Haro Double Peak 29 Sport (2021),https://www.velostrana.ru/haro/double-peak-29-sport/,64700.00,https://cdn.velostrana.ru/upload/models/velo/51486/medium.jpg,2021
Stels Navigator 920 MD V010 (2025),https://www.velostrana.ru/stels/navigator-920-md-v010/,30060.00,https://cdn.velostrana.ru/upload/models/velo/65797/medium.jpg,2025
Format 1110 (2019),https://www.velostrana.ru/format/1110/,189900.00,https://cdn.velostrana.ru/upload/models/velo/42314/medium.jpg,2019
"Stinger Caiman 26"" (2023)",https://www.velostrana.ru/stinger/caiman-26/,20000.00,https://cdn.velostrana.ru/upload/models/velo/60770/medium.jpg,2023
Merida Big.Nine 3000 (2022),https://www.velostrana.ru/merida/bignine-3000/,167960.00,https://cdn.velostrana.ru/upload/models/velo/55546/medium.jpg,2022
Welt FAT Freedom 1.0 (2021),https://www.velostrana.ru/welt/fat-freedom-10/,58990.00,https://cdn.velostrana.ru/upload/models/velo/52188/medium.jpg,2021
Specialized Epic Hardtail Comp (2024),https://www.velostrana.ru/specialized/epic-hardtail-comp/,Нет в наличии,https://cdn.velostrana.ru/upload/models/velo/62398/medium.jpg,2024
Scott Aspect 760 (2022),https://www.velostrana.ru/scott/aspect-760/,74280.00,https://cdn.velostrana.ru/upload/models/velo/54308/medium.jpg,2022
Merida Big.Trail 500 (2021),https://www.velostrana.ru/merida/bigtrail-500/2021/,132020.00,https://cdn.velostrana.ru/upload/models/velo/50011/medium.jpg,2021
Forward Flash 26 2.0 D (2024),https://www.velostrana.ru/forward/flash-26-20-d/,28750.00,https://cdn.velostrana.ru/upload/models/velo/63923/medium.jpg,2024
Welt Rockfall SE Plus (2022),https://www.velostrana.ru/welt/rockfall-se-plus/,52990.00,https://cdn.velostrana.ru/upload/models/velo/54793/medium.jpg,2022
Stels Navigator 910 MD V010 (2025),https://www.velostrana.ru/stels/navigator-910-md-v010/,23630.00,https://cdn.velostrana.ru/upload/models/velo/65798/medium.jpg,2025
"Hagen Three Ten 27,5 (2024)",https://www.velostrana.ru/hagen/three-ten-275/,61990.00,https://cdn.velostrana.ru/upload/models/velo/62633/medium.jpg,2024
Welt Vertex 2.0 HD 29 (2024),https://www.velostrana.ru/welt/vertex-20-hd-29/,43990.00,https://cdn.velostrana.ru/upload/models/velo/64062/medium.jpg,2024
"Titan Racing Hades 27.5"" Pro (2022)",https://www.velostrana.ru/titan-racing/hades-275-pro/2022/,43360.00,https://cdn.velostrana.ru/upload/models/velo/57702/medium.jpg,2022
Merida Big.Nine 7000 (2022),https://www.velostrana.ru/merida/bignine-7000/,306280.00,https://cdn.velostrana.ru/upload/models/velo/55542/medium.jpg,2022
Trek X-Caliber 7 29 (2021),https://www.velostrana.ru/trek/x-caliber-7-29/,112612.00,https://cdn.velostrana.ru/upload/models/velo/50387/medium.jpg,2021
Giant Yukon 2 (2021),https://www.velostrana.ru/giant/yukon-2/,174990.00,https://cdn.velostrana.ru/upload/models/velo/52443/medium.jpg,2021
Merida Matts J24 Boy (2018),https://www.velostrana.ru/merida/matts-j24-boy/2018/,21440.00,https://cdn.velostrana.ru/upload/models/velo/39855/medium.jpg,2018
"Stels Navigator 650 MD 27.5"" V030 (2018)",https://www.velostrana.ru/stels/navigator-650-md-275-v030/,19050.00,https://cdn.velostrana.ru/upload/models/velo/39259/medium.jpg,2018
Stels Navigator 470 V V020 (2018),https://www.velostrana.ru/stels/navigator-470-v-v020/,22070.00,https://cdn.velostrana.ru/upload/models/velo/39172/medium.jpg,2018
Format 1314 Plus (2020),https://www.velostrana.ru/format/1314-plus/2020/,55250.00,https://cdn.velostrana.ru/upload/models/velo/45630/medium.jpg,2020
"Stinger Caiman D 29"" (2022)",https://www.velostrana.ru/stinger/caiman-d-29/,21900.00,https://cdn.velostrana.ru/upload/models/velo/56675/medium.jpg,2022
Stels Navigator 400 MD V010 (2018),https://www.velostrana.ru/stels/navigator-400-md-v010/,14400.00,https://cdn.velostrana.ru/upload/models/velo/38283/medium.jpg,2018
Cube Aim Pro 29 (2021),https://www.velostrana.ru/cube/aim-pro-29/2021/,49500.00,https://cdn.velostrana.ru/upload/models/velo/49433/medium.jpg,2021
Forward Flash 26 1.0 (2022),https://www.velostrana.ru/forward/flash-26-10/,23710.00,https://cdn.velostrana.ru/upload/models/velo/55830/medium.jpg,2022
"Stinger Element Pro SE 27"" (2022)",https://www.velostrana.ru/stinger/element-pro-se-27/,31600.00,https://cdn.velostrana.ru/upload/models/velo/56938/medium.jpg,2022
Giant Talon 3 29 (2022),https://www.velostrana.ru/giant/talon-29-3/,64990.00,https://cdn.velostrana.ru/upload/models/velo/55218/medium.jpg,2022
Stels Navigator 900 D F020 (2023),https://www.velostrana.ru/stels/navigator-900-d-f020/,18030.00,https://cdn.velostrana.ru/upload/models/velo/56134/medium.jpg,2023
Stark Hunter 27.3 HD (2024),https://www.velostrana.ru/stark/hunter-273-hd/,49540.00,https://cdn.velostrana.ru/upload/models/velo/62446/medium.jpg,2024
Stark Hunter 29.2 HD (2025),https://www.velostrana.ru/stark/hunter-292-hd/,53050.00,https://cdn.velostrana.ru/upload/models/velo/65653/medium.jpg,2025
Welt FAT Freedom 2.0 (2021),https://www.velostrana.ru/welt/fat-freedom-20/,77990.00,https://cdn.velostrana.ru/upload/models/velo/52189/medium.jpg,2021
"Stels Navigator 670 D 27.5""+ V020 (2018)",https://www.velostrana.ru/stels/navigator-670-d-275-v020/,36460.00,https://cdn.velostrana.ru/upload/models/velo/39236/medium.jpg,2018
Stark Shooter 3 (2020),https://www.velostrana.ru/stark/shooter-3/,61570.00,https://cdn.velostrana.ru/upload/models/velo/44444/medium.jpg,2020
Stark Slash 26.1 D (2023),https://www.velostrana.ru/stark/slash-261-d/2023/,23890.00,https://cdn.velostrana.ru/upload/models/velo/61234/medium.jpg,2023
"Stels Navigator 500 MD 26"" F010 (2023)",https://www.velostrana.ru/stels/navigator-500-md-f010/,15510.00,https://cdn.velostrana.ru/upload/models/velo/44195/medium.jpg,2023
Merida MATTS 6.15-MD (2018),https://www.velostrana.ru/merida/matts-6-15-md/2018/,26100.00,https://cdn.velostrana.ru/upload/models/velo/37519/medium.jpg,2018
Cube Reaction TM 29 (2024),https://www.velostrana.ru/cube/reaction-tm-29/,182200.00,https://cdn.velostrana.ru/upload/models/velo/63022/medium.jpg,2024
Merida Big.Seven 300 (2021),https://www.velostrana.ru/merida/bigseven-300/2021/,89540.00,https://cdn.velostrana.ru/upload/models/velo/49916/medium.jpg,2021
Haro Double Peak 27.5 Trail (2021),https://www.velostrana.ru/haro/double-peak-275-trail/,64400.00,https://cdn.velostrana.ru/upload/models/velo/51484/medium.jpg,2021
Merida Big.Nine Limited (2021),https://www.velostrana.ru/merida/bignine-limited/2021/,120540.00,https://cdn.velostrana.ru/upload/models/velo/49901/medium.jpg,2021
